Time,alpha1,alpha2,alpha3,alpha4,alpha5,alpha6,alpha7
2022-08-22 09:02:00,0.0022255192878338,0.0002575802520566,5.003408644854418,8.0,811.3011511325659,6.63475862495416e-08,4.585998552936441e-06
2022-08-22 09:03:00,-0.0014869888475836,0.0004415039763242,4.995294515351761,0.2,132.24901742677048,1.9492576111007978e-07,-1.3130229779157986e-07
2022-08-22 09:04:00,-0.0022271714922048,0.0019712558430342,4.996565696302125,0.5,323.11989606533035,3.885849598696474e-06,-2.195162408723955e-06
2022-08-22 09:05:00,0.0022222222222222,0.0003885342522152,5.0037365490624985,6.0,177.0656771799629,1.5095886514442466e-07,5.180456696202616e-06
2022-08-22 09:06:00,-0.0007423904974016,-0.0008566212740918,4.997187801411974,0.25,131.04860853432282,7.338000072266588e-07,1.5898687343945095e-07
2022-08-22 09:08:00,0.0014858841010401,-0.0004331229372055,5.00081065820151,1.3333333333333333,513.191061452514,1.875954787335195e-07,-8.580939815859225e-07
2022-08-22 09:09:00,0.0029761904761904,0.0006232711424532,5.004820316990432,4.5,290.10820895522386,3.8846691701491707e-07,8.347381372140858e-06
2022-08-22 09:10:00,-0.0007462686567164,0.0002442328997502,4.99747848753747,0.3333333333333333,427.1592095451156,5.964970932039124e-08,-6.075445267417765e-08
2022-08-22 09:11:00,-0.0,1.4858054504915696e-05,4.996366155541935,0.25,137.05108128262492,2.2076178367104562e-10,-0.0
2022-08-22 09:12:00,-0.0033557046979865,0.0005633598895183,4.991560003137055,0.0,442.1643733730011,3.1737436511807115e-07,-0.0
2022-08-22 09:13:00,-0.0007432181345224,-9.374741846527122e-05,4.995672323607873,0.0,747.2767691737681,8.788578468902676e-09,0.0
2022-08-22 09:14:00,-0.0048273301151132,0.0004388422728504,4.988662664595665,0.0,466.1724648408586,1.925825404405049e-07,-0.0
2022-08-22 09:15:00,0.0018477457501847,0.0002161271681126,5.000046431668649,1.6666666666666667,154.05703703703705,4.6710952796372064e-08,6.655800939658515e-07
2022-08-22 09:16:00,-0.0,0.0001752827245427,4.998298623209225,0.25,273.1011111111111,3.072403352311204e-08,-0.0
2022-08-22 09:17:00,0.0018511662347278,0.0004153124206224,5.00366973379874,2.5,392.1457791000372,1.7248440672323732e-07,1.9220308247981413e-06
2022-08-22 09:19:00,0.000743770918557,0.0002631476536309,5.002302700453402,4.0,503.1872673119881,6.924668761144811e-08,7.828862882286951e-07
2022-08-22 09:20:00,-0.0,0.0005991356519049,4.998016188136583,0.5,133.54968366207666,3.5896352938350944e-07,-0.0
2022-08-22 09:22:00,-0.0,0.0010968573095921,5.001269093931247,1.5,86.53219203572758,1.2030959576056197e-06,-0.0
2022-08-22 09:26:00,-0.0011194029850746,0.000275353293059,4.9956715160674925,0.2,358.13343272456206,7.581943599843555e-08,-6.164625964007315e-08
2022-08-22 09:27:00,-0.0007454342154304,-0.0001053475916061,4.999565681218228,1.0,89.70004964010921,1.109811505720563e-08,7.852969929637534e-08
2022-08-22 09:28:00,-0.0,0.0001930999564832,5.001750875950978,1.5,172.06405959031656,3.7287593193813733e-08,-0.0
2022-08-22 09:29:00,-0.0003724394785847,0.000341734775023,4.998431503445859,0.3333333333333333,24.00893189430592,1.1678265646002042e-07,-4.2425173807941956e-08
2022-08-22 09:30:00,-0.0,0.0005455542406457,5.002192811698639,3.0,44.349838669645074,2.976294294865064e-07,-0.0
2022-08-22 09:32:00,-0.0011185682326621,-0.000139394566012,4.998895612681582,0.3333333333333333,286.10647803425167,1.943084503367383e-08,5.197411111558109e-08
2022-08-22 09:33:00,0.0003724394785847,2.7694207941037187e-06,5.001471535319823,3.0,76.45703644586327,7.669691534814071e-12,3.0943249096128446e-09
2022-08-22 09:34:00,-0.0,-2.307903924729098e-05,5.000287212348854,2.0,327.12183308494787,5.326420525779975e-10,0.0
2022-08-22 09:35:00,-0.0003725782414307,1.3847231799890885e-05,4.99717443219713,0.0,45.58840117052407,1.9174582851990936e-10,-0.0
2022-08-22 09:36:00,-0.0,0.0002325793884823,5.000795972330721,1.0,8.923323397913562,5.409317194680062e-08,-0.0
2022-08-22 09:37:00,-0.0,-0.0005097192942603,4.999377072583555,1.0,147.0546875,2.598137589412183e-07,0.0
2022-08-22 09:38:00,-0.0022346368715083,-0.0009816182281513,4.9978899748485,0.3333333333333333,564.2093541202672,9.635743458388976e-07,7.311867621238472e-07
2022-08-22 09:39:00,-0.0011148272017837,-0.000493825790468,4.9975761231006,0.25,734.2724573125464,2.4386391133134506e-07,1.3763260603901606e-07
2022-08-22 09:40:00,-0.0003711952487008,0.0005527052519014,4.997305555609976,0.0,217.08051948051948,3.0548309547939006e-07,-0.0
2022-08-22 09:42:00,-0.0007434944237918,9.616504881300892e-05,4.997856686015632,0.0,27.743635463100546,9.247716613208387e-09,-0.0
2022-08-22 09:43:00,-0.00037147102526,0.0004713563231988,4.996609748339331,0.0,147.6547477744807,2.221767834194916e-07,-0.0
2022-08-22 09:44:00,-0.0011139992573338,0.0006013106910454,4.99565583125878,0.2,35.7055417700579,3.6157454716549653e-07,-1.3397193265028993e-07
2022-08-22 09:46:00,-0.0003713330857779,0.0013630997200991,5.001138673998535,2.0,127.29719955489614,1.8580408469342445e-06,-1.012328050574781e-06
2022-08-22 09:47:00,-0.0022271714922048,-1.5668058358909136e-05,4.995999652809689,0.0,870.3222222222222,2.454880527381824e-10,0.0
2022-08-22 09:48:00,-0.0003703703703703,-3.1337098700800755e-05,4.998395551609462,0.3333333333333333,21.53428849902534,9.820137549837284e-10,3.868777617382074e-09
2022-08-22 09:50:00,-0.0,-0.0001417951262989,5.000456150136881,2.0,39.58609552049137,2.0105857842121002e-08,0.0
2022-08-22 09:51:00,-0.0003706449221645,-8.195324981468437e-05,4.998690802038447,0.5,10.566417841246292,6.716335155188063e-09,1.5187777949345754e-08
2022-08-22 09:52:00,-0.0,-0.0004163853148637,4.997685809084998,0.3333333333333333,229.0848776871757,1.733767304341426e-07,0.0
2022-08-22 09:54:00,-0.0003707823507601,-0.0002183617341791,5.0009316482418535,2.0,9.165894775842904,4.768184695370393e-08,1.6192935422995754e-07
2022-08-22 09:55:00,-0.0007412898443291,0.0003960268377257,4.997490500647209,0.0,78.42903703703703,1.5683725619901793e-07,-0.0
2022-08-22 09:56:00,0.0003703703703703,-0.0002017380794903,5.000674773280296,2.0,365.1352352723231,4.06982527164346e-08,-1.4943561443723086e-07
2022-08-22 09:58:00,0.0007412898443291,0.0002532928064842,5.001032586546382,3.0,30.344580397973058,6.41572458166424e-08,5.632901552650605e-07
2022-08-22 09:59:00,-0.0003709198813056,0.0003093820094361,4.999500948096975,1.0,144.05337286879168,9.571722776271906e-08,-1.1475593821812623e-07
